Age,Job,Marital,Education,Default,Balance,Housing,Loan,contact,Day,Month,Duration,Campaign,Pdays,Previous,poutcome,TARGET
54,5,1,1,0,-0.2736766372059846,1,0,2,5,8,4.791135197825375,0,-0.4114531064930479,0,3,0
58,5,1,3,0,-0.4158894749187998,1,0,2,5,8,1.3895232307011696,0,-0.4114531064930479,0,3,0
36,0,2,0,0,-0.5035819175731223,1,0,2,5,8,-0.06276315708930202,0,-0.4114531064930479,0,3,0
58,6,1,2,0,-0.5669700877314903,1,0,2,5,8,0.37602925419498484,0,-0.4114531064930479,0,3,0
44,9,1,1,0,-0.4474193419405787,1,0,2,5,8,-0.12877617471614164,11,-0.4114531064930479,0,3,0
55,9,0,1,0,-0.4474193419405787,0,0,2,5,8,-0.3811788891717049,0,-0.4114531064930479,0,3,0
29,4,2,2,0,-0.4474193419405787,1,0,2,5,8,0.4070942036664388,0,-0.4114531064930479,0,3,0
54,1,1,1,0,-0.023408317720614767,1,0,2,5,8,0.030431691325059795,0,-0.4114531064930479,0,3,0
48,4,0,2,0,-0.5275577539542666,1,0,2,5,8,-0.020048851566052853,0,-0.4114531064930479,0,3,0
32,4,1,2,0,-0.4474193419405787,1,0,2,5,8,-0.3073996341770018,0,-0.4114531064930479,0,3,0
42,0,2,1,0,-0.4723804866661536,1,0,2,5,8,2.0535365256534974,0,-0.4114531064930479,0,3,0
24,9,2,1,0,-0.4812482617660289,1,1,2,5,8,-0.439425669430681,0,-0.4114531064930479,0,3,0
38,2,2,2,0,-0.36760936604170086,0,1,2,5,8,-0.3268152275966605,0,-0.4114531064930479,0,3,0
38,4,2,2,0,-0.3081624292610553,1,0,2,5,8,-0.5986335354718825,0,-0.4114531064930479,0,3,0
47,1,1,3,0,-0.3469178908086585,1,0,2,5,8,-0.9519973357096709,0,-0.4114531064930479,0,3,0
40,1,2,3,0,-0.43953687518513396,1,0,2,5,8,-0.2841009220734113,0,-0.4114531064930479,0,3,0
46,7,1,0,0,-0.38862927738955344,1,0,2,5,8,5.901707141429854,0,-0.4114531064930479,0,3,0
32,0,1,2,0,-0.4474193419405787,1,0,2,5,8,-0.4666075002182032,0,-0.4114531064930479,0,3,0
53,9,0,1,0,-0.12259602439329416,1,0,2,5,8,2.150614492751791,0,-0.4114531064930479,0,3,0
57,1,1,0,0,-0.3656387493528397,1,0,2,5,8,-0.3656464144359779,0,-0.4114531064930479,0,3,0
33,7,1,1,0,-0.1879548112405233,1,0,2,5,8,0.5158215268165276,0,-0.4114531064930479,0,3,0
49,1,1,3,0,-0.3968401802598084,1,0,2,5,8,0.3837954915628483,0,-0.4114531064930479,0,3,0
51,4,1,2,0,1.6972684877700055,1,0,2,5,8,-0.6491140783629951,0,-0.4114531064930479,0,3,0
60,5,1,2,0,-0.414575730459559,0,0,2,5,8,1.0478087865151762,0,-0.4114531064930479,0,3,0
59,4,0,2,0,-0.4280416111667771,1,0,2,5,8,0.057613522112581986,0,-0.4114531064930479,0,3,0
55,9,1,1,0,-0.05165382359429168,1,0,2,5,8,-0.38894512653956836,11,-0.4114531064930479,0,3,0
35,1,2,1,0,3.567055289384455,1,1,2,5,8,-0.31516587154486525,0,-0.4114531064930479,0,3,0
57,1,1,1,0,1.5018489994579385,1,1,2,5,8,-0.0006332581463941429,0,-0.4114531064930479,0,3,0
31,7,1,1,0,-0.43920843907032375,1,1,2,5,8,-0.33458146496452396,0,-0.4114531064930479,0,3,0
54,4,1,1,0,-0.3548003575641032,1,1,2,5,8,-0.4044776012752953,0,-0.4114531064930479,0,3,0
55,1,1,0,0,-0.43986531129994416,1,0,2,5,8,0.12750965842335335,0,-0.4114531064930479,0,3,0
43,9,1,1,0,0.18876141244677228,1,0,2,5,8,-0.2996333968091383,0,-0.4114531064930479,0,3,0
53,9,1,1,0,-0.32129987385346315,1,0,2,5,8,-0.319048990228797,0,-0.4114531064930479,0,3,0
44,1,1,1,0,-0.25626952312104423,0,1,2,5,8,-0.18313983629118602,0,-0.4114531064930479,0,3,0
55,7,0,1,0,-0.41753165549285076,0,0,2,5,8,0.3527305420913944,0,-0.4114531064930479,0,3,0
49,7,0,1,0,-0.4474193419405787,1,1,2,5,8,0.05373040342865025,0,-0.4114531064930479,0,3,0
55,7,0,1,1,-0.4470909058257685,1,0,2,5,8,-0.19478919234298125,0,-0.4114531064930479,0,3,0
45,0,2,1,0,-0.37976150228967814,1,0,2,5,8,-0.25303597260195737,0,-0.4114531064930479,0,3,0
47,7,0,1,0,-0.3935558191117064,0,0,2,5,8,-0.17925671760725428,0,-0.4114531064930479,0,3,0
42,9,2,1,0,-0.22079842272154296,1,0,2,5,8,-0.9248155049221488,0,-0.4114531064930479,0,3,0
59,0,1,1,0,0.3221064750597121,1,0,2,5,8,3.0437317900560914,0,-0.4114531064930479,0,3,1
46,6,1,2,0,-0.40242359421158175,1,1,2,5,8,-0.04723068235357505,0,-0.4114531064930479,0,3,0
51,1,1,0,0,-0.39059989407841467,1,0,2,5,8,1.051691905199108,11,-0.4114531064930479,0,3,0
56,0,1,1,0,-0.43263971677411983,0,0,2,5,8,4.694057230727082,0,-0.4114531064930479,0,3,1
41,9,1,1,0,-0.030305476131628897,1,0,2,5,8,4.391173973380406,0,-0.4114531064930479,0,3,1
46,4,0,1,0,-0.44216436410361554,1,1,2,5,8,-0.2724515660216161,11,-0.4114531064930479,0,3,0
57,5,1,1,0,-0.2877993901428231,1,0,2,5,8,-0.30351651549307,11,-0.4114531064930479,0,3,0
42,4,2,1,0,-0.43099753620006886,0,0,2,5,8,-0.81608818177206,0,-0.4114531064930479,0,3,0
30,9,1,1,0,-0.3974970524894288,1,1,2,5,8,-0.17537359892332255,11,-0.4114531064930479,0,3,0
60,0,1,1,0,-0.35217286864562164,1,0,2,5,8,1.2613803141314222,0,-0.4114531064930479,0,3,0
60,1,1,3,0,-0.42968379174082805,1,0,2,5,8,-0.1443086494518686,0,-0.4114531064930479,0,3,0
57,2,0,1,0,-0.4595714781885559,0,0,2,5,8,-0.33069834628059225,0,-0.4114531064930479,0,3,0
36,4,1,2,0,-0.41424729434474883,1,1,2,5,8,0.6517306807541385,0,-0.4114531064930479,0,3,0
55,1,1,1,0,-0.32162830996827335,0,0,2,5,8,0.11197718368762638,0,-0.4114531064930479,0,3,0
60,5,1,2,0,-0.42081601664095275,1,0,2,5,8,-0.6102828915236777,0,-0.4114531064930479,0,3,0
39,9,1,1,0,-0.4474193419405787,1,0,2,5,8,-0.21420478576263996,0,-0.4114531064930479,0,3,0
46,4,1,2,0,-0.3722074716490436,1,0,2,5,8,-0.2375034978662304,0,-0.4114531064930479,0,3,0
44,1,1,1,0,-0.6687852833226512,1,0,2,5,8,-0.004516376830325885,0,-0.4114531064930479,0,3,0
53,1,1,0,0,-0.41786009160766097,0,0,2,5,8,-0.5209711617932475,0,-0.4114531064930479,0,3,0
52,1,1,0,0,-0.4053795192448735,1,0,2,5,8,-0.11324369998041467,0,-0.4114531064930479,0,3,0
59,1,1,0,0,-0.38862927738955344,1,0,2,5,8,-0.7889063509845378,22,-0.4114531064930479,0,3,0
27,9,2,2,0,-0.4474193419405787,1,0,2,5,8,0.5507695949719132,0,-0.4114531064930479,0,3,0
44,1,1,1,0,-0.42968379174082805,1,0,2,5,8,-0.2375034978662304,0,-0.4114531064930479,0,3,0
47,9,1,2,0,-0.397825488604239,1,0,2,5,8,-0.2646853286537526,0,-0.4114531064930479,0,3,0
34,0,1,1,0,-0.42738473893715667,0,1,2,5,8,-0.920932386238217,0,-0.4114531064930479,0,3,0
59,5,2,1,0,-0.4375662584962728,1,0,2,5,8,0.9934451249401318,0,-0.4114531064930479,0,3,0
45,4,1,2,0,-0.2756472538948458,1,0,2,5,8,2.294289884057265,11,-0.4114531064930479,0,3,0
29,7,0,1,0,-0.4372378223814626,1,0,2,5,8,-0.24915285391802564,0,-0.4114531064930479,0,3,0
46,9,0,1,0,-0.42147288887057316,0,0,2,5,8,-0.4433087881146128,0,-0.4114531064930479,0,3,0
56,6,1,0,0,-0.45858616984412537,1,1,2,5,8,-0.17925671760725428,11,-0.4114531064930479,0,3,0
36,1,1,0,0,-0.30027996250561056,1,0,2,5,8,0.10809406500369463,0,-0.4114531064930479,0,3,0
59,5,0,0,0,-0.42081601664095275,1,0,2,5,8,-0.5869841794200872,0,-0.4114531064930479,0,3,0
44,1,1,1,0,-0.4001245414079104,1,0,2,5,8,-0.043347563669643305,11,-0.4114531064930479,0,3,0
41,0,1,1,0,-0.3321382656421996,1,0,2,5,8,1.0089775996758588,0,-0.4114531064930479,0,3,0
33,4,2,2,0,-0.46942456163286184,1,0,2,5,8,0.41097732235037054,0,-0.4114531064930479,0,3,0
59,4,0,2,0,-0.36136907986030714,0,0,2,5,8,-0.3112827528609335,0,-0.4114531064930479,0,3,0
57,9,1,0,0,-0.4474193419405787,0,0,2,5,8,-0.6219322475754728,0,-0.4114531064930479,0,3,0
56,9,0,3,0,-0.42902691951120764,1,0,2,5,8,0.7022112236452512,0,-0.4114531064930479,0,3,0
51,1,1,1,0,-0.43888000295551355,1,0,2,5,8,-0.695711502570176,0,-0.4114531064930479,0,3,0
34,0,1,3,0,-0.4464340335961481,1,0,2,5,8,-0.5365036365289746,22,-0.4114531064930479,0,3,0
43,7,1,1,0,-0.4339534612333606,1,1,2,5,8,-0.5093218057414524,11,-0.4114531064930479,0,3,0
52,9,1,2,0,-0.4451202891369073,0,1,2,5,8,-0.3229321089127287,0,-0.4114531064930479,0,3,0
33,9,2,1,0,-0.412933549885508,1,0,2,5,8,0.014899216589332825,11,-0.4114531064930479,0,3,0
29,0,2,1,0,-0.1787586000258378,1,1,2,5,8,-0.7656076388809473,0,-0.4114531064930479,0,3,0
34,7,1,1,0,-0.4526743197775418,1,1,2,5,8,-0.6995946212541078,0,-0.4114531064930479,0,3,0
31,1,1,1,0,-0.4474193419405787,1,0,2,5,8,-0.4471919067985445,0,-0.4114531064930479,0,3,0
55,7,1,1,0,0.3657884783294683,1,0,2,5,8,1.245847839395695,0,-0.4114531064930479,0,3,1
55,4,1,3,0,-0.058222545890495615,0,0,2,5,8,1.626393470421006,0,-0.4114531064930479,0,3,0
32,0,2,1,0,-0.376148705026766,1,0,2,5,8,0.33719806735566743,0,-0.4114531064930479,0,3,0
38,9,2,1,0,0.10599551151460272,1,0,2,5,8,-0.2841009220734113,0,-0.4114531064930479,0,3,0
55,0,2,1,0,-0.18401357786280093,1,1,2,5,8,-0.6141660102076094,11,-0.4114531064930479,0,3,0
28,10,2,2,0,-0.4474193419405787,1,0,2,5,8,-0.5170880431093159,11,-0.4114531064930479,0,3,0
23,1,1,1,0,-0.4165463471484202,1,0,2,5,8,-0.25303597260195737,0,-0.4114531064930479,0,3,0
32,9,2,1,0,-0.4474193419405787,1,0,2,5,8,-0.47437373758606666,0,-0.4114531064930479,0,3,0
43,7,2,3,0,-0.4474193419405787,0,0,2,5,8,-0.7190102146737665,0,-0.4114531064930479,0,3,0
32,1,1,1,0,-0.277617870583707,1,0,2,5,8,1.0478087865151762,0,-0.4114531064930479,0,3,0
46,1,1,1,0,-0.3603837715158765,1,0,2,5,8,1.098289329406289,0,-0.4114531064930479,0,3,0
53,3,0,0,0,-0.13639034121532242,1,0,2,5,8,-0.36952953311990966,0,-0.4114531064930479,0,3,0
34,6,2,1,0,-0.4464340335961481,1,0,2,5,8,0.16634084526267076,0,-0.4114531064930479,0,3,0
57,10,1,2,0,-0.4336250251185504,0,0,2,5,8,-0.8238544191399235,0,-0.4114531064930479,0,3,0
37,1,1,1,0,-0.4352672056926014,1,0,2,5,8,-0.21032166707870822,0,-0.4114531064930479,0,3,0
59,1,1,1,0,-0.42869848339639743,1,0,2,5,8,-0.6219322475754728,0,-0.4114531064930479,0,3,0
33,7,1,1,0,-0.44019374741475437,1,0,2,5,8,-0.7267764520416299,0,-0.4114531064930479,0,3,0
56,1,0,0,0,-0.4447918530220971,1,0,2,5,8,-0.39282824522350007,11,-0.4114531064930479,0,3,0
48,10,1,1,0,-0.351187560301191,1,0,2,5,8,-0.058880038405370275,0,-0.4114531064930479,0,3,0
43,7,1,0,0,-0.4464340335961481,1,0,2,5,8,-0.2802178033894796,11,-0.4114531064930479,0,3,0
54,1,1,0,0,-0.33312357398663023,1,0,2,5,8,1.245847839395695,11,-0.4114531064930479,0,3,0
51,1,1,3,0,-0.4536596281219724,1,0,2,5,8,-0.36952953311990966,11,-0.4114531064930479,0,3,0
26,8,2,1,0,-0.4474193419405787,1,0,2,5,8,1.366224518597579,11,-0.4114531064930479,0,3,0
40,4,1,2,0,-0.44873308639981946,1,0,2,5,8,6.891902405832448,0,-0.4114531064930479,0,3,0
39,4,1,1,0,-0.44150749187399513,1,0,2,5,8,-0.6724127904665855,0,-0.4114531064930479,0,3,0
50,9,1,0,0,-0.40176672198196134,0,0,2,5,8,-0.5598023486325651,11,-0.4114531064930479,0,3,0
41,7,1,1,0,-0.4474193419405787,1,0,2,5,8,-0.5598023486325651,11,-0.4114531064930479,0,3,0
51,1,1,3,0,0.17102586224702165,1,0,2,5,8,-0.7811401136166743,0,-0.4114531064930479,0,3,0
60,5,0,1,0,-0.3764771411415762,1,0,2,5,8,-0.07829563182502898,0,-0.4114531064930479,0,3,0
52,1,1,1,0,-0.19058230015900487,1,0,2,5,8,-0.6413478409951316,22,-0.4114531064930479,0,3,0
48,1,1,1,0,-0.15051309415216088,1,0,2,5,8,-0.5054386870575206,11,-0.4114531064930479,0,3,0
48,7,1,3,0,0.11256423381080666,1,0,2,5,8,-0.5869841794200872,0,-0.4114531064930479,0,3,0
39,9,2,2,0,-0.4319828445444994,1,0,2,5,8,-0.2996333968091383,0,-0.4114531064930479,0,3,0
47,7,2,1,0,-0.38961458573398405,1,0,2,5,8,0.17410708263053426,11,-0.4114531064930479,0,3,0
40,1,1,1,0,-0.045085101298087744,1,0,2,5,8,1.1643023470331284,38,-0.4114531064930479,0,3,0
45,9,1,1,0,-0.4191738360669018,1,0,2,5,8,0.045964166060786765,0,-0.4114531064930479,0,3,0
26,0,2,1,0,-0.42048758052614255,1,0,2,5,8,-0.1171268186643464,0,-0.4114531064930479,0,3,0
52,4,1,2,0,-0.35841315482701536,1,0,2,5,8,-0.6180491288915412,0,-0.4114531064930479,0,3,0
54,9,1,1,0,0.005165624267872345,1,0,2,5,8,-0.0705293944571655,0,-0.4114531064930479,0,3,0
54,0,1,2,0,-0.3869870968155025,0,0,2,5,8,1.6108609956852789,11,-0.4114531064930479,0,3,1
50,1,1,0,0,-0.4474193419405787,0,0,2,5,8,-0.0977112252446877,22,-0.4114531064930479,0,3,0
35,1,1,1,0,-0.4474193419405787,1,0,2,5,8,3.098095451631136,0,-0.4114531064930479,0,3,0
44,7,1,1,0,-0.0017315341431417852,1,1,2,5,8,-0.03169820761784808,0,-0.4114531064930479,0,3,0
53,2,1,3,0,-0.4411790557591849,1,0,2,5,8,-0.023931970249984596,0,-0.4114531064930479,0,3,0
35,5,2,0,0,-0.3048780681129533,0,0,2,5,8,-0.4666075002182032,0,-0.4114531064930479,0,3,0
60,0,0,1,0,-0.41720321937804056,1,0,2,5,8,-0.4976724496896571,0,-0.4114531064930479,0,3,0
53,0,0,1,0,-0.0693893737940423,1,0,2,5,8,0.5973670191790942,0,-0.4114531064930479,0,3,0
48,10,1,1,0,-0.4339534612333606,1,0,2,5,8,-0.3073996341770018,11,-0.4114531064930479,0,3,0
34,9,1,1,0,-0.43066910008525866,1,0,2,5,8,-0.9286986236060805,11,-0.4114531064930479,0,3,0
54,7,1,1,0,-0.37713401337119656,1,0,2,5,8,0.7759904786399543,11,-0.4114531064930479,0,3,0
51,4,1,1,0,-0.06610501264594033,1,0,2,5,8,1.7817182177782755,0,-0.4114531064930479,0,3,0
31,7,1,2,0,-0.4352672056926014,1,0,2,5,8,0.21293826946985167,0,-0.4114531064930479,0,3,0
35,9,0,1,0,-0.18894011958495388,1,0,2,5,8,1.6496921825245963,11,-0.4114531064930479,0,3,0
35,7,1,1,0,-0.4280416111667771,1,0,2,5,8,3.1796409439937023,0,-0.4114531064930479,0,3,0
38,9,1,1,0,-0.3643250048935989,1,0,2,5,8,0.6128994939148211,0,-0.4114531064930479,0,3,0
36,0,1,2,0,-0.3781193217156272,1,0,2,5,8,-0.43554255074674925,11,-0.4114531064930479,0,3,0
58,5,1,0,0,-0.37023685496018244,1,0,2,5,8,-0.35399705838418266,0,-0.4114531064930479,0,3,0
40,7,0,3,0,0.9924445853873235,1,0,2,5,8,0.22070450683771517,0,-0.4114531064930479,0,3,0
54,4,1,1,0,0.8926000064850238,0,0,2,5,8,-0.4588412628503397,0,-0.4114531064930479,0,3,0
34,1,2,1,0,-0.43001222785563825,1,1,2,5,8,0.34108118603959914,0,-0.4114531064930479,0,3,0
31,4,2,2,0,-0.4474193419405787,1,0,2,5,8,1.1798348217688555,0,-0.4114531064930479,0,3,0
51,5,1,1,0,0.25116427426070964,1,0,2,5,8,-0.33458146496452396,0,-0.4114531064930479,0,3,0
33,4,1,2,0,-0.3235989266571345,1,0,2,5,8,-0.15984112418759558,0,-0.4114531064930479,0,3,0
55,4,1,2,0,-0.42344350555943433,1,0,2,5,8,-0.45107502548247624,11,-0.4114531064930479,0,3,0
42,0,1,1,0,-0.3012652708500412,1,0,2,5,8,-0.7423089267773569,0,-0.4114531064930479,0,3,0
34,1,1,1,0,-0.36760936604170086,1,0,2,5,8,0.12750965842335335,0,-0.4114531064930479,0,3,0
33,1,2,1,0,-0.3465894546938483,1,0,2,5,8,0.1974057947341247,11,-0.4114531064930479,0,3,0
38,7,1,1,0,-0.3965117441449982,1,0,2,5,8,-0.03946444498571156,0,-0.4114531064930479,0,3,0
50,9,0,2,0,-0.39059989407841467,0,1,2,5,8,-0.6219322475754728,0,-0.4114531064930479,0,3,0
43,4,1,2,0,-0.3160448960165,1,0,2,5,8,-0.008399495514257628,0,-0.4114531064930479,0,3,0
61,1,0,0,0,0.021587430008382178,1,0,2,5,8,-0.6840621465183807,11,-0.4114531064930479,0,3,0
47,0,1,1,0,-0.3754918327971456,1,0,2,5,8,1.2380816020278316,0,-0.4114531064930479,0,3,0
48,6,1,2,0,-0.4451202891369073,1,0,2,5,8,0.10809406500369463,0,-0.4114531064930479,0,3,0
44,1,1,1,0,-0.2585685759247156,1,0,2,5,8,0.8497697336346574,0,-0.4114531064930479,0,3,0
35,8,2,3,0,-0.34954537972714006,1,0,2,5,8,1.3701076372815109,11,-0.4114531064930479,0,3,0
35,7,1,1,0,-0.4474193419405787,1,0,2,5,8,0.8264710215310669,0,-0.4114531064930479,0,3,0
50,7,1,1,0,1.424338076362732,1,0,2,5,8,0.47699033997721013,11,-0.4114531064930479,0,3,0
41,4,1,2,0,-0.38961458573398405,1,1,2,5,8,-0.8393868938756505,0,-0.4114531064930479,0,3,0
41,4,1,2,0,-0.277617870583707,1,0,2,5,8,-0.02781508893391634,0,-0.4114531064930479,0,3,0
39,7,2,3,0,-0.3630112604343581,1,0,2,5,8,0.5818345444433671,0,-0.4114531064930479,0,3,0
42,5,1,1,0,-0.42902691951120764,1,0,2,5,8,-0.16760736155545905,0,-0.4114531064930479,0,3,0
38,1,1,1,0,-0.5755094267165554,1,0,2,5,8,0.11197718368762638,0,-0.4114531064930479,0,3,0
53,5,1,1,0,-0.3390354240532138,1,0,2,5,8,-0.16372424287152731,11,-0.4114531064930479,0,3,0
59,3,0,0,0,-0.38337429955259034,0,0,2,5,8,0.418743559718234,11,-0.4114531064930479,0,3,0
36,7,1,1,0,-0.34856007138270945,1,0,2,5,8,-0.18702295497511776,0,-0.4114531064930479,0,3,0
54,1,1,0,0,-0.46088522264779674,1,0,2,5,8,0.11586030237155812,0,-0.4114531064930479,0,3,0
40,9,1,2,0,-0.2887846984872537,1,0,2,5,8,-0.35011393970025095,0,-0.4114531064930479,0,3,0
47,11,1,3,0,-0.43822313072589314,0,0,2,5,8,0.31001623656814525,11,-0.4114531064930479,0,3,0
53,10,1,3,0,-0.4431496724480461,0,0,2,5,8,0.5896007818112307,22,-0.4114531064930479,0,3,0
46,3,1,0,0,-0.13047849114873888,0,0,2,5,8,-0.31516587154486525,0,-0.4114531064930479,0,3,0
39,4,1,2,0,-0.3232704905423243,1,1,2,5,8,-0.5093218057414524,11,-0.4114531064930479,0,3,0
40,10,1,1,0,-0.3754918327971456,1,0,2,5,8,0.3837954915628483,0,-0.4114531064930479,0,3,0
28,1,1,0,0,-0.34100604074207497,1,0,2,5,8,-0.3229321089127287,0,-0.4114531064930479,0,3,0
35,2,0,1,0,-0.47008143386248225,1,0,2,5,8,0.16245772657873903,0,-0.4114531064930479,0,3,0
55,5,1,1,0,-0.4474193419405787,0,1,2,5,8,-0.47437373758606666,0,-0.4114531064930479,0,3,0
43,9,0,3,0,-0.38008993840448835,1,0,2,5,8,4.507667533898358,0,-0.4114531064930479,0,3,0
48,1,1,0,0,-0.356114102023344,1,0,2,5,8,-0.5170880431093159,11,-0.4114531064930479,0,3,0
58,4,1,3,0,-0.09763487966771921,1,0,2,5,8,-0.17537359892332255,22,-0.4114531064930479,0,3,0
33,4,2,2,0,-0.43625251403703197,1,0,2,5,8,-0.8976336741346266,0,-0.4114531064930479,0,3,0
36,1,1,3,0,-0.10814483534164551,0,0,2,5,8,-0.07829563182502898,11,-0.4114531064930479,0,3,0
53,7,0,1,0,0.03439643848597985,1,0,2,5,8,-0.5209711617932475,0,-0.4114531064930479,0,3,0
47,1,1,0,0,-0.45136057531830104,1,0,2,5,8,-0.9325817422900122,0,-0.4114531064930479,0,3,0
31,7,1,1,0,-0.3199861293942224,1,0,2,5,8,1.8321987606693881,11,-0.4114531064930479,0,3,0
57,2,1,1,0,-0.3508591241863808,1,0,2,5,8,1.8943286596122961,11,-0.4114531064930479,0,3,0
53,1,1,3,0,0.15263343981765065,0,0,2,5,8,-0.5326205178450428,0,-0.4114531064930479,0,3,0
55,1,1,0,0,-0.24148989795458536,1,0,2,5,8,-0.043347563669643305,0,-0.4114531064930479,0,3,0
45,1,1,0,0,-0.43920843907032375,1,0,2,5,8,-0.8471531312435139,0,-0.4114531064930479,0,3,0
53,0,0,1,0,-0.3439619657753667,1,0,2,5,8,-0.2996333968091383,11,-0.4114531064930479,0,3,0
37,1,1,0,0,-0.4474193419405787,1,0,2,5,8,-0.695711502570176,0,-0.4114531064930479,0,3,0
44,0,0,1,0,-0.4257425583631057,1,0,2,5,8,-0.20255542971084473,0,-0.4114531064930479,0,3,0
49,1,0,0,0,-0.4503752669738704,1,1,2,5,8,0.5080552894486641,0,-0.4114531064930479,0,3,0
46,9,1,1,0,-0.33279513787182,1,1,2,5,8,-0.5093218057414524,0,-0.4114531064930479,0,3,0
